Epoch: 0 | Iteration: 0 | Classification loss: 0.00000 | Regression loss: 0.00200 | Running loss: 0.00201
Epoch: 0 | Iteration: 1 | Classification loss: 0.58170 | Regression loss: 0.26039 | Running loss: 0.42205
Epoch: 0 | Iteration: 2 | Classification loss: 0.00456 | Regression loss: 0.12954 | Running loss: 0.32606
Epoch: 0 | Iteration: 3 | Classification loss: 0.00042 | Regression loss: 0.01392 | Running loss: 0.24813
Epoch: 0 | Iteration: 4 | Classification loss: 0.00012 | Regression loss: 0.02176 | Running loss: 0.20288
Epoch: 0 | Iteration: 5 | Classification loss: 0.01845 | Regression loss: 0.06792 | Running loss: 0.18346
Epoch: 0 | Iteration: 6 | Classification loss: 0.00001 | Regression loss: 0.01884 | Running loss: 0.15995
Epoch: 0 | Iteration: 7 | Classification loss: 0.00004 | Regression loss: 0.02307 | Running loss: 0.14284
Epoch: 0 | Iteration: 8 | Classification loss: 0.00005 | Regression loss: 0.01716 | Running loss: 0.12888
Epoch: 0 | Iteration: 9 | Classification loss: 0.00000 | Regression loss: 0.00620 | Running loss: 0.11662
Epoch: 0 | Iteration: 10 | Classification loss: 0.00001 | Regression loss: 0.02512 | Running loss: 0.10830
Epoch: 0 | Iteration: 11 | Classification loss: 0.00062 | Regression loss: 0.01793 | Running loss: 0.10082
Epoch: 0 | Iteration: 12 | Classification loss: 0.00003 | Regression loss: 0.01823 | Running loss: 0.09447
Epoch: 0 | Iteration: 13 | Classification loss: 0.00168 | Regression loss: 0.05498 | Running loss: 0.09177
Epoch: 0 | Iteration: 14 | Classification loss: 0.00007 | Regression loss: 0.07800 | Running loss: 0.09086
Epoch: 0 | Iteration: 15 | Classification loss: 0.00000 | Regression loss: 0.01019 | Running loss: 0.08581
Epoch: 0 | Iteration: 16 | Classification loss: 0.00001 | Regression loss: 0.03838 | Running loss: 0.08302
Epoch: 0 | Iteration: 17 | Classification loss: 0.00009 | Regression loss: 0.03601 | Running loss: 0.08042
Epoch: 0 | Iteration: 18 | Classification loss: 0.00149 | Regression loss: 0.02638 | Running loss: 0.07765
Epoch: 0 | Iteration: 19 | Classification loss: 0.06376 | Regression loss: 0.05511 | Running loss: 0.07971
Epoch: 0 | Iteration: 20 | Classification loss: 0.00021 | Regression loss: 0.03250 | Running loss: 0.07748
Epoch: 0 | Iteration: 21 | Classification loss: 0.00028 | Regression loss: 0.02134 | Running loss: 0.07494
Epoch: 0 | Iteration: 22 | Classification loss: 0.00008 | Regression loss: 0.02274 | Running loss: 0.07267
Epoch: 0 | Iteration: 23 | Classification loss: 0.00004 | Regression loss: 0.01901 | Running loss: 0.07044
Epoch: 0 | Iteration: 24 | Classification loss: 0.00000 | Regression loss: 0.02287 | Running loss: 0.06853
Epoch: 0 | Iteration: 25 | Classification loss: 0.00129 | Regression loss: 0.05472 | Running loss: 0.06805
Epoch: 0 | Iteration: 26 | Classification loss: 0.00000 | Regression loss: 0.01948 | Running loss: 0.06625
Epoch: 0 | Iteration: 27 | Classification loss: 0.00003 | Regression loss: 0.01338 | Running loss: 0.06437
Epoch: 0 | Iteration: 28 | Classification loss: 0.00001 | Regression loss: 0.00831 | Running loss: 0.06243
Epoch: 0 | Iteration: 29 | Classification loss: 0.00035 | Regression loss: 0.01216 | Running loss: 0.06077
Epoch: 0 | Iteration: 30 | Classification loss: 0.00000 | Regression loss: 0.00594 | Running loss: 0.05900
Epoch: 0 | Iteration: 31 | Classification loss: 0.00004 | Regression loss: 0.00547 | Running loss: 0.05733
Epoch: 0 | Iteration: 32 | Classification loss: 0.00018 | Regression loss: 0.01541 | Running loss: 0.05606
Epoch: 0 | Iteration: 33 | Classification loss: 0.00014 | Regression loss: 0.01386 | Running loss: 0.05483
Epoch: 0 | Iteration: 34 | Classification loss: 0.00003 | Regression loss: 0.00756 | Running loss: 0.05348
Epoch: 0 | Iteration: 35 | Classification loss: 0.00010 | Regression loss: 0.02003 | Running loss: 0.05255
Epoch: 0 | Iteration: 36 | Classification loss: 0.00000 | Regression loss: 0.01011 | Running loss: 0.05140
