Epoch: 83 | Iteration: 190 | Classification loss: 0.00003 | Regression loss: 0.00542 | Running loss: 0.00895
Epoch: 83 | Iteration: 191 | Classification loss: 0.00000 | Regression loss: 0.00184 | Running loss: 0.00895
Epoch: 83 | Iteration: 192 | Classification loss: 0.00003 | Regression loss: 0.00543 | Running loss: 0.00895
Epoch: 83 | Iteration: 193 | Classification loss: 0.00011 | Regression loss: 0.00657 | Running loss: 0.00896
Epoch: 83 | Iteration: 194 | Classification loss: 0.00006 | Regression loss: 0.00453 | Running loss: 0.00897
Epoch: 83 | Iteration: 195 | Classification loss: 0.00020 | Regression loss: 0.00591 | Running loss: 0.00898
Epoch: 83 | Iteration: 196 | Classification loss: 0.00000 | Regression loss: 0.00149 | Running loss: 0.00894
Epoch: 83 | Iteration: 197 | Classification loss: 0.00001 | Regression loss: 0.00239 | Running loss: 0.00894
Epoch: 83 | Iteration: 198 | Classification loss: 0.00030 | Regression loss: 0.03577 | Running loss: 0.00900
Epoch: 83 | Iteration: 199 | Classification loss: 0.00001 | Regression loss: 0.00381 | Running loss: 0.00899
Epoch: 83 | Iteration: 200 | Classification loss: 0.00021 | Regression loss: 0.01143 | Running loss: 0.00897
Epoch: 83 | Iteration: 201 | Classification loss: 0.00012 | Regression loss: 0.01623 | Running loss: 0.00900
Epoch: 83 | Iteration: 202 | Classification loss: 0.00003 | Regression loss: 0.00605 | Running loss: 0.00900
Epoch: 83 | Iteration: 203 | Classification loss: 0.00000 | Regression loss: 0.00302 | Running loss: 0.00899
Epoch: 83 | Iteration: 204 | Classification loss: 0.00011 | Regression loss: 0.00625 | Running loss: 0.00900
Epoch: 83 | Iteration: 205 | Classification loss: 0.00002 | Regression loss: 0.00270 | Running loss: 0.00898
Epoch: 83 | Iteration: 206 | Classification loss: 0.00002 | Regression loss: 0.00289 | Running loss: 0.00897
Epoch: 83 | Iteration: 207 | Classification loss: 0.00000 | Regression loss: 0.00180 | Running loss: 0.00897
Epoch: 83 | Iteration: 208 | Classification loss: 0.00019 | Regression loss: 0.00735 | Running loss: 0.00898
Epoch: 83 | Iteration: 209 | Classification loss: 0.00009 | Regression loss: 0.00346 | Running loss: 0.00894
Epoch: 83 | Iteration: 210 | Classification loss: 0.00057 | Regression loss: 0.01674 | Running loss: 0.00897
Epoch: 83 | Iteration: 211 | Classification loss: 0.00007 | Regression loss: 0.00798 | Running loss: 0.00896
Epoch: 83 | Iteration: 212 | Classification loss: 0.00041 | Regression loss: 0.01474 | Running loss: 0.00897
Epoch: 83 | Iteration: 213 | Classification loss: 0.00106 | Regression loss: 0.02673 | Running loss: 0.00901
