Epoch: 0 | Iteration: 0 | Classification loss: 1.13380 | Regression loss: 1.10251 | Running loss: 2.23631
Epoch: 0 | Iteration: 1 | Classification loss: 1.11004 | Regression loss: 1.09457 | Running loss: 2.22046
Epoch: 0 | Iteration: 2 | Classification loss: 1.09210 | Regression loss: 1.04205 | Running loss: 2.19169
Epoch: 0 | Iteration: 3 | Classification loss: 1.06791 | Regression loss: 1.03465 | Running loss: 2.16941
Epoch: 0 | Iteration: 4 | Classification loss: 1.02577 | Regression loss: 1.07931 | Running loss: 2.15654
Epoch: 0 | Iteration: 5 | Classification loss: 0.97067 | Regression loss: 0.94983 | Running loss: 2.11720
Epoch: 0 | Iteration: 6 | Classification loss: 0.94149 | Regression loss: 0.93742 | Running loss: 2.08316
Epoch: 0 | Iteration: 7 | Classification loss: 0.89658 | Regression loss: 1.01797 | Running loss: 2.06208
Epoch: 0 | Iteration: 8 | Classification loss: 0.72425 | Regression loss: 0.92404 | Running loss: 2.01611
Epoch: 0 | Iteration: 9 | Classification loss: 0.71946 | Regression loss: 0.82113 | Running loss: 1.96855
Epoch: 0 | Iteration: 10 | Classification loss: 0.79534 | Regression loss: 0.93868 | Running loss: 1.94723
Epoch: 0 | Iteration: 11 | Classification loss: 1.45339 | Regression loss: 1.12286 | Running loss: 1.99965
Epoch: 0 | Iteration: 12 | Classification loss: 1.69360 | Regression loss: 1.15261 | Running loss: 2.06477
Epoch: 0 | Iteration: 13 | Classification loss: 1.06437 | Regression loss: 0.98937 | Running loss: 2.06398
Epoch: 0 | Iteration: 14 | Classification loss: 0.60877 | Regression loss: 1.09640 | Running loss: 2.04006
Epoch: 0 | Iteration: 15 | Classification loss: 0.49578 | Regression loss: 0.96448 | Running loss: 2.00382
Epoch: 0 | Iteration: 16 | Classification loss: 0.42893 | Regression loss: 0.94229 | Running loss: 1.96661
Epoch: 0 | Iteration: 17 | Classification loss: 0.60441 | Regression loss: 0.88458 | Running loss: 1.94008
Epoch: 0 | Iteration: 18 | Classification loss: 0.73878 | Regression loss: 0.88238 | Running loss: 1.92329
Epoch: 0 | Iteration: 19 | Classification loss: 0.56635 | Regression loss: 0.87965 | Running loss: 1.89943
Epoch: 0 | Iteration: 20 | Classification loss: 0.66683 | Regression loss: 0.84617 | Running loss: 1.88103
Epoch: 0 | Iteration: 21 | Classification loss: 0.54568 | Regression loss: 0.83800 | Running loss: 1.85842
Epoch: 0 | Iteration: 22 | Classification loss: 0.51546 | Regression loss: 1.01964 | Running loss: 1.84436
Epoch: 0 | Iteration: 23 | Classification loss: 0.62567 | Regression loss: 0.93635 | Running loss: 1.83260
Epoch: 0 | Iteration: 24 | Classification loss: 0.53739 | Regression loss: 0.93995 | Running loss: 1.81839
Epoch: 0 | Iteration: 25 | Classification loss: 0.75386 | Regression loss: 0.99997 | Running loss: 1.81590
Epoch: 0 | Iteration: 26 | Classification loss: 0.46831 | Regression loss: 0.82739 | Running loss: 1.79664
Epoch: 0 | Iteration: 27 | Classification loss: 0.67399 | Regression loss: 0.93036 | Running loss: 1.78977
Epoch: 0 | Iteration: 28 | Classification loss: 0.46489 | Regression loss: 0.91494 | Running loss: 1.77563
Epoch: 0 | Iteration: 29 | Classification loss: 0.54411 | Regression loss: 0.89874 | Running loss: 1.76454
Epoch: 0 | Iteration: 30 | Classification loss: 0.61446 | Regression loss: 0.83088 | Running loss: 1.75425
Epoch: 0 | Iteration: 31 | Classification loss: 0.48855 | Regression loss: 0.93048 | Running loss: 1.74377
Epoch: 0 | Iteration: 32 | Classification loss: 0.61918 | Regression loss: 0.86156 | Running loss: 1.73580
Epoch: 0 | Iteration: 33 | Classification loss: 0.57113 | Regression loss: 0.86785 | Running loss: 1.72707
Epoch: 0 | Iteration: 34 | Classification loss: 0.65957 | Regression loss: 0.88484 | Running loss: 1.72185
Epoch: 0 | Iteration: 35 | Classification loss: 0.56630 | Regression loss: 0.88360 | Running loss: 1.71430
Epoch: 0 | Iteration: 36 | Classification loss: 0.46526 | Regression loss: 0.86603 | Running loss: 1.70394
Epoch: 0 | Iteration: 37 | Classification loss: 0.37351 | Regression loss: 0.89159 | Running loss: 1.69240
Epoch: 0 | Iteration: 38 | Classification loss: 0.42402 | Regression loss: 0.84921 | Running loss: 1.68165
Epoch: 0 | Iteration: 39 | Classification loss: 0.40570 | Regression loss: 0.81848 | Running loss: 1.67021
Epoch: 0 | Iteration: 40 | Classification loss: 0.65922 | Regression loss: 0.82597 | Running loss: 1.66570
Epoch: 0 | Iteration: 41 | Classification loss: 0.54196 | Regression loss: 0.92535 | Running loss: 1.66098
Epoch: 0 | Iteration: 42 | Classification loss: 0.63814 | Regression loss: 0.84208 | Running loss: 1.65677
Epoch: 0 | Iteration: 43 | Classification loss: 0.63540 | Regression loss: 0.82831 | Running loss: 1.65238
Epoch: 0 | Iteration: 44 | Classification loss: 0.49807 | Regression loss: 0.80023 | Running loss: 1.64452
Epoch: 0 | Iteration: 45 | Classification loss: 0.54563 | Regression loss: 0.94935 | Running loss: 1.64127
Epoch: 0 | Iteration: 46 | Classification loss: 0.70620 | Regression loss: 0.89098 | Running loss: 1.64033
Epoch: 0 | Iteration: 47 | Classification loss: 0.37241 | Regression loss: 0.84748 | Running loss: 1.63157
Epoch: 0 | Iteration: 48 | Classification loss: 0.32277 | Regression loss: 0.81538 | Running loss: 1.62150
